Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EngagementSurvey,EmpSatisfaction,DaysLateLast30,Absences,BurnRate,MentalFatigueScore,WFHAvailable,ResourceAllocation,SalaryPerLevel,PromotionStagnation,TotalSatisfaction,BurnoutPressureIndex,CareerVelocity,ManagerStability
-0.07762991,-0.24145652,-0.14562397,0.0009880258,0.16349457,-0.3659802,0.08758397,-0.09997878,-0.06413888,0.08337305,0.37267295,0.29242355,-0.13285884,0.6705268,-0.114056736,0.00014274823,0.026144305,0.4744023,-0.29537922,-0.025312502,-0.15187854,0.32195452,0.7945882,-0.0068028457,-0.15311728,-0.34169498,-0.082406595,-0.0014303839,0.036832433,-0.0992915,0.5793434,0.00039921975,0.0,0.040703293,-0.022276709,-0.002401839,-0.000712824,0.0048119733,0.14718325,-0.28124225,0.15346754,-0.048709717,-0.3184928,-0.19882402
0.057944816,-0.14856951,0.22737701,0.007820977,-0.649569,0.076101944,0.030699873,-0.7376609,0.15484087,-0.27179953,0.27290535,-0.20927608,-0.033131503,-0.8239187,0.08485589,-0.62794614,-0.1281819,-0.015518369,-0.35106707,-0.11603172,0.009045997,0.03197331,-0.7261213,0.02377953,0.026422435,0.2315594,-0.07896135,0.0070920447,-0.15387602,-0.041394856,-0.38641915,0.0012404791,0.0,-0.6293734,0.028209627,-0.0023617554,-0.018282231,0.056325592,-0.5003601,-0.11660305,0.064284034,0.031955726,-0.060274553,-0.17738283
-0.114709005,-0.11757119,0.08985073,0.006841996,-0.08520409,-0.25665435,-0.017893597,-0.44330868,-0.06930681,-0.16268343,-0.21789934,-0.16178004,-0.3453691,-0.68581045,0.0503516,-0.18747842,0.027361395,0.39865303,-0.28390387,-0.14797996,0.01446234,0.23320508,-0.7413879,-0.056438874,-0.1450487,-0.44272947,0.00022021122,-0.3499462,0.07240428,-0.17170957,-0.37070236,0.00039921975,0.0,-0.0629508,-0.008277977,0.0033670566,-0.00025516097,-0.0752655,-0.09672191,0.13446115,0.13376753,-0.04342244,-0.023245972,0.03650399
0.1123993,-0.4295076,0.031841215,-0.001280982,0.2824368,0.04792647,0.0083301375,0.39925584,-0.07565554,-0.062376022,-0.3686722,-0.42346683,0.20925362,-0.09450344,-0.2564753,0.178955,-0.23359334,-0.5537745,-0.52455324,-0.15109667,0.013917099,0.16798927,0.49239805,0.041566584,0.1946774,-0.24264696,0.003621738,-0.022815492,-0.10232762,-0.1875183,-0.5204247,0.00039921975,0.0,-0.089048795,0.0032757246,-0.00312466,-0.0012861483,-0.099497736,0.15018001,-0.029575497,-0.04504204,-0.017137455,-0.051431965,0.052471817
-0.025878744,0.5324438,0.11080018,-0.0018291399,-0.8181578,0.039810184,-0.18421467,-0.7226811,-0.07846245,0.07471865,0.1266734,-0.4098195,-0.47095144,0.37657386,-0.19288045,-0.15998979,-0.26387537,-0.582325,-0.30207947,-0.037320975,-0.09768386,-0.13297577,0.5415741,-0.08607316,-0.17042677,-0.35925108,-0.122475885,-0.55408245,0.0069959387,-0.8315319,-0.39923677,0.00039921975,0.0,-0.16977851,-0.0020855158,-0.0052399975,-0.0012861483,-0.055107705,0.102328554,0.08855367,-0.12681033,-0.026115842,-0.006845125,-0.1251789
0.2283602,-0.16718781,0.2938481,0.0003172306,-0.3998219,0.079423994,-0.011725342,0.14689569,-0.0606296,-0.021709098,0.42145696,0.28754652,0.27566493,-0.9390606,-0.12484757,0.60728765,-0.103385836,-0.17397322,-0.42748737,-0.08389984,-0.16608967,0.013736619,0.55640537,0.35913596,-0.12708856,0.4597253,0.22767824,0.18155232,-0.049155485,0.5647808,-0.4221481,0.00039921975,0.0,-0.064861655,-0.015464369,0.0028290963,-0.0012066694,0.024055758,0.3532003,0.2744427,-0.07819818,-0.011576311,0.048388824,0.28105128
-0.073704675,-0.16246623,0.34601304,0.0042311433,0.55832195,0.13526028,-0.21305206,0.8723572,0.18958686,-0.051629152,-0.2097296,-0.14006855,0.062127348,-0.5472537,0.027683843,0.00977469,0.18349148,-0.12270342,-0.09930538,0.19476405,0.018218048,-0.12185778,-0.49312288,0.0071068555,0.17785527,-0.1373888,0.040973205,0.10365621,-0.022084339,0.13161233,-0.40312243,0.0012404791,0.0,-0.6423357,0.049527008,-0.0037335411,-0.0009190807,0.20898037,0.14118053,-0.19272992,0.3478355,0.19718742,-0.065817386,0.14426784
-0.070479356,-0.69246805,-0.26057735,0.0029928177,0.41757166,-0.3552835,-0.09080309,-0.23630044,-0.077243425,0.098238625,-0.2524522,-0.20771515,-0.29629278,0.25213388,0.0588294,-0.30751827,0.0023028413,0.3332357,-0.17607412,0.05583367,0.011722346,-0.1018164,-1.0218024,-0.23095334,-0.17428821,-0.31838682,-0.055624563,-0.102582514,-0.093332894,-0.08785893,-0.45201018,0.00039921975,0.0,-0.11472016,0.022926088,-0.004406302,-0.0005774253,-0.059752263,0.12539554,-0.05044299,0.10357023,-0.046228662,-0.07061083,-0.036248144
0.054265834,-0.2698112,-0.15242296,-0.0031665252,-0.14292738,0.088865034,-0.18181245,0.16994786,-0.067433566,-0.19227569,-1.1096492,-0.15392502,-0.102104515,-0.68677753,0.041571494,-0.17239216,-0.22690448,0.33578944,-0.3539865,0.11986136,0.018181143,0.035925705,-0.83547914,-0.014774885,-0.13266705,0.30588558,-0.09236403,-0.04934405,0.0740125,-0.062133305,0.41409847,0.00039921975,0.0,-0.010792297,0.013239734,0.0037222109,-0.007037035,-0.07242017,-0.048838004,0.24794455,-0.116459884,-0.033576567,0.025715126,-0.27084473
-0.21708402,0.3680835,0.37846702,-0.0021443355,-0.8833844,0.10574745,-0.26565352,-0.24897835,-0.04683851,0.0045655435,0.28691915,-0.23028487,-0.41721418,0.26134157,0.059682086,-0.22323185,0.02805806,-0.19722055,0.41194734,-0.028035227,0.010509239,-0.1289629,-1.0542953,-0.38859186,-0.19194917,0.30868965,-0.05981564,-0.39690876,0.089552425,0.06096975,-0.4503427,0.00039921975,0.0,-0.10177385,0.020514196,-0.0167273,-0.01906325,0.02900988,-0.15947993,0.1721719,0.09130708,-0.08011764,-0.0482065,-0.043575536
0.005894397,-0.24844153,-0.29630297,0.0018952934,0.07362165,0.066254154,-0.06851864,0.58346766,-0.08125604,0.0022653705,-0.3778541,0.13916922,-0.45598945,-0.79225075,0.01083832,-0.04865055,0.10837734,-0.6586867,-0.37662235,-0.052464344,0.011737129,0.13701357,-0.7009848,-0.09742535,-0.21593036,-0.27584028,-0.1081411,-0.37524563,0.04958059,-0.5696803,-0.41328335,0.00039921975,0.0,-0.13313529,-0.051085617,0.00859683,-0.00030315068,-0.046580777,-0.1140355,0.06078118,-0.06262329,-0.10192505,0.028125348,-0.18848887
-0.21279192,-0.11576518,0.2471578,0.015348288,-0.90448993,-0.5864951,0.010604936,0.5576722,0.17879535,0.045658585,0.4085154,-0.24188046,-0.030985417,-1.355012,-0.21861784,-0.13851815,-0.08606658,0.2847133,-0.26415756,-0.06079803,-0.09907053,-0.021013524,0.4063787,-0.075549796,0.07787973,-0.34419522,-0.1208305,-0.051186427,-0.04627602,-0.013847323,-0.11760579,0.0012404791,0.0,-7.9408754e-05,-0.041047264,-0.017752575,-0.01019826,-0.080159105,-0.27803257,-0.21074682,0.102318436,-0.037399914,-0.016814226,0.034723792
-0.15972185,-0.17637606,-0.5061065,-0.0026306366,-0.14264031,0.10203896,0.014280467,-0.6535123,-0.07546447,0.009207895,-0.22422956,-0.3026606,0.24229191,0.24484767,-0.20754448,-0.26430318,-0.047064126,0.47899213,-0.29623312,0.095986106,0.015010155,-0.5016875,0.4549004,-0.1549426,-0.34214202,-0.37648627,-0.06562655,-0.41200313,0.09608145,-0.011461753,-0.5354108,0.00039921975,0.0,-0.09184986,0.0026892175,-0.0003630785,-0.000712824,-0.06836987,-0.00534108,-0.0029596703,-0.09959864,-0.028348243,0.022216117,-0.3335317
-0.055292472,-0.17511019,-0.057314254,0.0092579555,-0.86667347,0.08771422,0.024270311,-0.67603016,0.29847676,-0.18928045,-0.22022858,0.26466307,-0.08090656,0.45129165,-0.19717982,-0.087801196,-0.11545142,0.3943097,-0.43548957,-0.027581142,0.011643634,-0.06775191,0.60441154,-0.039893087,-0.21302287,-0.3717766,-0.05614368,-0.02260306,0.043901935,-0.1273604,-0.34637347,-0.011950837,0.0,-0.035632554,0.054285936,0.0016934429,-0.000712824,0.010460679,0.0870993,0.21115705,0.08423003,-0.0033957793,-0.40311995,-0.2898587
-0.20935905,-0.35185787,-0.0068561593,0.0014135536,-0.13485314,0.07377494,0.041028377,0.14570142,-0.06850675,-0.039113242,-0.99260527,-0.37912345,-0.35117373,0.3733606,-0.13706174,-0.21680757,-0.21522276,-0.036459368,-0.37215152,0.041597035,0.013008762,0.32335237,0.5933716,-0.075188264,-0.28655106,0.71496505,0.036765136,0.058584746,-0.14970732,-0.1867098,-0.5673973,0.00039921975,0.0,-0.118123434,0.02494885,-0.004281853,-0.009785283,-0.071293876,-0.16109572,-0.0186169,-0.027529877,-0.06078446,0.00018720946,-0.39389175
0.12093404,-0.17393139,0.05011598,-0.008317365,0.38054395,0.07437946,0.16099639,-0.13309975,-0.085469544,-0.07165498,-0.8401317,0.12765208,-0.2455814,-1.0968096,-0.122282475,-0.053386543,-0.14224355,-0.16953695,-0.4316031,0.07630954,0.01392279,-0.55082977,0.49387613,0.30121955,0.102123134,-0.34355286,0.008837912,0.12654519,-0.102217555,-0.15486391,0.27383244,0.00039921975,0.0,-0.12633407,-0.020503944,0.00035075704,-0.0012861483,-0.016886046,-0.07621956,0.12769058,-0.123050086,-0.043793477,0.012220588,-0.44434342
0.045452673,-0.3485567,0.011496775,-0.0009797874,-0.13076319,0.16084027,-0.20583124,0.644204,-0.09663974,0.04556989,-0.3241843,-0.26649675,-0.108265206,-0.08374387,0.0032679196,-0.123148225,-0.081352286,-0.28511587,-0.28391525,-0.096290454,0.018724438,-0.07815692,-0.7678222,0.041380227,-0.22485358,-0.22103329,-0.13009092,0.0475117,-0.009551728,-0.06827182,0.6401616,0.00039921975,0.0,-0.06930924,0.012441688,-0.00013844488,-0.010153457,-0.06277137,-0.387615,-0.2800746,-0.13906142,-0.034579344,0.11995542,0.15942994
0.0064196573,-0.8381729,-0.044703905,0.0035321477,-0.19205983,0.063784756,-0.11563422,-0.32013038,-0.06858837,-0.054545656,-0.27545154,0.20076786,-0.42150143,0.32638764,0.037999257,-0.1121432,-0.06775038,-0.25641856,0.5534284,-0.06111695,0.01151886,-0.5359726,-1.025058,0.087850325,-0.15947676,-0.28909445,0.01115131,0.06367954,-0.08315837,-0.0869968,-0.48795003,0.00039921975,0.0,-0.045142986,-0.0373196,0.010742905,-0.001241345,-0.015572207,-0.041952096,0.29733574,-0.16584814,-0.015043127,0.08917485,-0.08590596
-0.22694996,-0.12609313,-0.41591102,-0.00976383,-0.37332514,0.098333225,0.19680676,-0.13210219,0.15381058,-0.04254287,-0.25298083,-0.36745575,0.12984335,0.43578896,0.047640566,-0.48063663,-0.052268833,0.26466456,-0.3980011,-0.124732785,-0.121228725,0.19628459,0.67678344,-0.3704123,0.24270754,-0.24910149,-0.06858234,-0.3155585,0.02876127,-0.6678524,-0.08616724,0.0012404791,0.0,-0.25130308,-0.022717923,0.0051646195,0.00061031594,0.030683728,-0.48596114,0.189989,-0.065476246,-0.017465673,0.08590003,-0.038322143
-0.15973924,-0.1497954,-0.09332016,0.0023650483,-0.13504402,-0.31639233,-0.1573641,-0.15797982,-0.061345458,-0.018929852,-0.30265555,-0.30863792,-0.014275925,0.021689788,0.048329424,-0.56019783,-0.17089644,-0.050539978,0.52896637,-0.029308721,0.006351955,-0.21721259,-0.9739464,-0.3641089,-0.35209954,0.29676223,-0.061370365,-0.009894426,-0.10665956,-0.044418998,-0.39320767,0.00039921975,0.0,-0.09822172,-0.004844235,-0.0084441705,-0.0037006678,0.027689489,-0.37561658,-0.0307734,0.062465444,-0.05266825,-0.39475605,-0.2963349
0.19408819,-0.33880335,0.090080544,0.0039798273,0.33821875,0.01784157,-0.1463312,-0.28582573,-0.06003792,-0.037959944,0.2740647,0.2878079,0.33969438,0.3217138,0.05352774,0.44491696,-0.014712761,-0.61512583,-0.4676805,-0.1384006,0.017929267,0.25527894,-1.1148425,0.16275764,-0.26868594,-0.3267954,0.14036836,0.15722266,0.02136398,0.38560167,-0.39899004,0.00039921975,0.0,-0.061222557,-0.028669937,-0.00045311637,-0.0012248707,-0.015435901,-0.034802686,-0.117934644,0.044135466,-0.028678043,0.08405421,0.22396202
-0.2948587,-0.27301523,-0.45587382,0.003790392,0.26668525,-0.3456951,0.020714937,-0.5750783,0.1628865,0.0076399604,-0.22513267,-0.2682614,0.20806153,-0.114632405,0.05662602,-0.062232878,-0.0057238666,0.23227963,-0.33914074,-0.07765145,-0.10504009,0.050456755,-1.050679,0.018815655,-0.20614411,-0.2776158,-0.13178799,0.019765027,-0.08503082,-0.060805604,-0.3878647,0.0012404791,0.0,-0.77690905,-0.04069174,-0.018998712,-0.0005774253,-0.060435303,-0.18857208,-0.008740364,0.12027565,-0.07829719,0.07577561,-0.27070856
-0.2631401,0.4651603,-0.64663965,0.0033250079,-0.27162147,0.046148263,-0.12250532,-0.5790658,-0.06442462,-0.1140233,-0.22432181,0.2975302,0.22220077,0.26913744,-0.23246166,0.21475582,-0.17912304,0.27307573,-0.3923908,-0.015054768,0.017181845,-0.053151727,0.5444092,-0.14240685,-0.18428345,0.5068902,-0.18915834,-0.22583038,-0.011851823,-0.17767996,-0.5058561,0.00039921975,0.0,-0.039099675,-0.025309842,0.0030873853,-0.0013383289,0.0050488063,-0.18797077,0.07955767,-0.12132006,-0.042679302,-0.36246106,0.17189401
0.110511035,-0.19008131,-0.5505111,0.0064946525,0.29387033,0.09022965,-0.19268325,-0.90129066,-0.046605803,-0.0756636,0.20447055,-0.2906528,0.35252273,0.21978892,0.06355399,-0.27422068,-0.2122532,0.32758567,0.54402745,-0.008354632,0.008388092,0.40145153,-1.1710262,-0.048057467,0.17698202,-0.2614957,0.03692074,0.008566363,0.022799818,-0.0862935,-0.31822985,0.00039921975,0.0,-0.071453094,0.0043050097,-0.016486954,-0.001241345,-0.089444034,0.03665167,-0.3205884,-0.00092419423,-0.05487878,-0.29183072,-0.084389776
0.23089023,-0.22807612,-0.40339768,0.0047780056,0.4269584,0.049578913,-0.12006022,-0.27521053,-0.0701294,-0.010373655,-0.2541008,-0.23309928,0.31236747,0.3883709,0.09215791,-0.24377023,-0.014343681,-0.22505921,-0.20383371,-0.046787992,0.013904685,-0.4340913,-0.948504,-0.056366127,0.20096694,-0.30395436,-0.066174306,0.15248722,-0.067824125,-0.40970877,-0.3064282,0.00039921975,0.0,-0.10014609,0.01736584,-0.006088043,-0.001241345,-0.057021115,0.024703298,0.023441609,-0.07831479,-0.047010954,-0.19949065,-0.13474187
-0.16101922,-0.17727335,0.19311045,0.0033110369,-0.3670208,0.082056805,0.030389942,0.42575422,-0.06397441,0.06530389,-0.47617075,-0.37206367,0.16295907,-0.14141145,0.109618254,-0.54439884,-0.2836251,0.51396835,-0.48594144,0.16173856,0.010277469,0.1347697,0.49360758,-0.36100549,0.1496294,0.24861689,-0.05126071,-0.024354316,0.072683856,-0.49686944,-0.46165496,0.00039921975,0.0,-0.05839605,0.034529578,-0.00048120582,-0.0026847073,0.06352848,-0.3578964,-0.024687516,-0.2265545,0.1510293,0.013255642,-0.12863097
0.23079424,-0.2859156,0.0058250185,0.0027514603,-0.061188456,0.0243729,-0.2620915,-0.07927742,-0.08229222,-0.02511892,-0.2490153,0.31354636,-0.20714164,0.31263036,-0.12906763,0.33447877,-0.060998052,-0.24430291,1.0007093,0.040550217,0.009640108,-0.63757616,0.43626356,0.26807544,-0.55938256,-0.3349143,0.042831644,0.030197032,-0.10223284,-0.13389182,0.20912735,0.00039921975,0.0,-0.07114595,-0.0402941,0.0060627493,-0.0006702183,0.01361199,-0.072947435,0.07036866,-0.118109524,-0.12090243,-0.06201287,-0.4798615
-0.16194078,-0.21600892,0.17379586,0.0021415255,0.02896201,-0.31575033,-0.078688174,-0.052077156,-0.065856725,-0.06966939,0.54713666,-0.28904113,-0.17915636,0.36135978,0.1983168,-0.067080855,-0.20855543,-0.07594882,-0.2732156,0.07279776,0.013247145,0.43059808,0.9495462,0.0021920586,-0.23435573,0.7230411,-0.07825974,0.061440647,0.046928838,-0.03237662,-0.4198926,0.00039921975,0.0,-0.044308305,0.023136236,-0.0042607156,-0.000873172,-0.06196199,0.15876363,0.19028357,-0.011710475,-0.023366213,0.12799679,0.0240365
0.119635485,-0.39126423,0.11275451,0.0030794768,-0.16959098,0.019175842,-0.013323337,0.37070507,-0.09011315,-0.025051601,-0.411076,0.20468909,-0.43552703,-0.07475753,0.10318175,-0.058987673,-0.27066472,-0.75303394,-0.50611526,-0.037601795,-0.12591657,-0.72016114,0.57364404,0.09678628,-0.22403294,-0.4331866,0.06463267,0.031911347,-0.087550886,-0.15895984,-0.40748426,0.00039921975,0.0,-0.07740702,-0.04495158,0.008740757,-0.0012861483,-0.032198414,-0.07539124,-0.09425747,-0.16681372,-0.07435658,-0.021222431,-0.35398334
-0.074408464,-0.57924294,0.20932227,0.003686363,-0.29130396,-0.30818054,0.010356925,-0.35250193,-0.060440473,-0.13089563,0.37638757,0.11846682,-0.44420636,-0.94048107,0.0548895,-0.1555334,0.08009263,0.010943372,-0.34749874,0.04837186,0.016936041,-0.3522314,-0.98891646,0.0349195,0.08674416,-0.39522514,0.09281786,0.08186268,0.01205981,0.23206468,-0.47249922,0.00039921975,0.0,-0.072714716,-0.03448598,0.0014084394,-0.0012248707,-0.04278813,-0.01893697,-0.2735548,-0.2835364,-0.0070386496,-0.19998029,0.36207658
-0.10780073,-0.32263845,0.1452591,-0.013164064,0.38590908,-0.3820903,0.16351555,-0.18506108,0.13950886,-0.19939657,0.34295902,-0.20913279,-0.11436547,0.4519378,0.017836738,-0.27799958,-0.008680835,0.16631126,-0.23429509,-0.041172385,0.015865698,0.17702347,-1.3812323,-0.05378033,-0.22262616,0.3688346,0.01210371,0.07161057,0.052189317,-0.17532933,-0.09377263,0.0012404791,0.0,-0.049126305,-0.05127338,-0.037575375,0.0018750757,-0.07607403,0.060048677,-0.17683959,-0.094110556,-0.09526278,-0.022845505,-0.35515907
0.02521322,-0.122887075,-0.43102956,-0.0047103325,0.3886846,0.065147825,-0.19069672,0.13892524,-0.05166993,0.11972402,-0.24131161,-0.18422611,0.22666252,0.019950703,0.206254,-0.27211276,0.11208204,0.63891065,0.90455353,0.05998385,0.008704728,-0.18569338,0.77112865,-0.15790619,0.26517823,-0.3441817,-0.07798636,-0.024724154,0.16421758,-0.025967743,-0.26901886,0.00039921975,0.0,-0.02991507,-0.022176363,-0.0034503145,0.00061031594,0.073647894,-0.14913955,0.2625569,0.057326585,-0.030525496,0.16745184,-0.13020976
0.28742608,-0.14096193,-0.33852062,0.002635601,-1.0100348,0.06940646,-0.05147065,-0.6195728,-0.06486148,0.010232211,0.2889651,-0.18618898,0.06435232,-0.8461814,0.07800895,-0.16897956,-0.2520978,0.43714747,-0.44010392,-0.1572264,-0.14443463,0.35698852,-0.92103255,0.06418266,0.05936144,0.8268126,0.025443248,0.0010997591,-0.07527233,-0.21218261,-0.47559622,0.00039921975,0.0,-0.06146484,0.01666737,-0.0047774324,-3.5549572e-05,-0.04602507,0.09632164,0.097836055,-0.037076943,-0.059216913,0.04242578,-0.2689638
-0.13519426,-0.18934412,0.20104505,0.009863898,-0.12905994,-0.390334,-0.11420966,-0.59164804,0.14173861,-0.17298523,-0.19535874,-0.23484524,0.14832424,0.35746726,0.09101865,-0.48827258,-0.15361288,0.26773065,-0.31785336,-0.03333203,0.015804484,-0.19434278,-0.7664266,-0.38366145,0.18298757,-0.29911003,-0.057555296,0.02078881,0.07797127,-0.14058125,-0.56122303,0.0012404791,0.0,-0.81118613,0.020744996,-0.0012957065,7.869676e-07,0.054110695,-0.33891597,-0.09123943,0.16560158,0.13292505,0.08187803,0.02277509
0.07696236,-0.185106,-0.54350924,0.0003798393,-0.05674894,0.10959973,0.069151424,-0.34639683,-0.06122925,-0.053567212,-0.20935017,-0.2615092,-0.20494397,-0.85183537,0.07267783,-0.49622276,-0.29417336,-0.18172418,0.5517868,0.14844,0.010369906,0.09234155,-0.97900236,0.090597674,0.08026814,-0.18017034,-0.09748961,0.103958756,-0.091544695,0.2924697,-0.45881826,0.00039921975,0.0,-0.08258547,-0.012857634,0.00088822725,-0.010259237,-0.06350455,-0.16201818,-0.027422877,-0.13807777,-0.047020964,-0.33706483,0.12709118
